ticker,date,open,high,low,close
GLM,2022-05-13,0.238594,0.238594,0.238546,0.23857
GLM,2022-05-14,0.229463,0.24985,0.229463,0.248152
GLM,2022-05-15,0.247253,0.264482,0.244757,0.264456
GLM,2022-05-16,0.26668,0.274398,0.247828,0.25644
GLM,2022-05-17,0.256966,0.266979,0.252246,0.266979
GLM,2022-05-18,0.268178,0.333766,0.265927,0.279636
GLM,2022-05-19,0.280934,0.283831,0.233995,0.258741
GLM,2022-05-20,0.259167,0.267532,0.241909,0.250299
GLM,2022-05-21,0.2496,0.254594,0.243483,0.25357
GLM,2022-05-22,0.252146,0.273471,0.250748,0.263284
GLM,2022-05-23,0.265381,0.291679,0.264782,0.26598
GLM,2022-05-24,0.264056,0.264083,0.240811,0.25377
GLM,2022-05-25,0.259436,0.263157,0.248601,0.257317
GLM,2022-05-26,0.257516,0.270902,0.235641,0.250524
GLM,2022-05-27,0.24935,0.263536,0.23654,0.246953
GLM,2022-05-28,0.245617,0.249925,0.242796,0.249508
GLM,2022-05-29,0.248324,0.253244,0.242823,0.249126
GLM,2022-05-30,0.252015,0.277805,0.251933,0.275707
GLM,2022-05-31,0.276179,0.28737,0.264388,0.271782
GLM,2022-06-01,0.271907,0.342891,0.262111,0.264635
GLM,2022-06-02,0.264861,0.404036,0.264835,0.360076
GLM,2022-06-03,0.360675,0.365171,0.306293,0.314326
GLM,2022-06-04,0.315026,0.339843,0.293935,0.300574
GLM,2022-06-05,0.302527,0.315947,0.28824,0.299818
GLM,2022-06-06,0.299824,0.3155,0.2946,0.3048
GLM,2022-06-07,0.3048,0.3119,0.2815,0.2978
GLM,2022-06-08,0.2988,0.2994,0.2831,0.288013
GLM,2022-06-09,0.286414,0.304659,0.286414,0.295052
GLM,2022-06-10,0.297553,0.297556,0.268234,0.274251
GLM,2022-06-11,0.272853,0.2801,0.243415,0.250015
GLM,2022-06-12,0.25172,0.253913,0.227277,0.240801
GLM,2022-06-13,0.238404,0.241105,0.1914,0.2013
GLM,2022-06-14,0.2027,0.2084,0.1736,0.1949
GLM,2022-06-15,0.1931,0.2194,0.1746,0.2144
GLM,2022-06-16,0.213401,0.245729,0.204854,0.211703
GLM,2022-06-17,0.201524,0.2249,0.201524,0.218637
GLM,2022-06-18,0.2192,0.224335,0.187385,0.198079
GLM,2022-06-19,0.197679,0.219436,0.187221,0.215941
GLM,2022-06-20,0.217339,0.225674,0.20743,0.220757
GLM,2022-06-21,0.220635,0.250224,0.219059,0.235964
GLM,2022-06-22,0.2326,0.2362,0.2242,0.2261
GLM,2022-06-23,0.2265,0.240259,0.2258,0.23946
GLM,2022-06-24,0.23956,0.251009,0.23956,0.250804
GLM,2022-06-25,0.24995,0.254645,0.241631,0.250924
GLM,2022-06-26,0.251331,0.253328,0.243256,0.24635
GLM,2022-06-27,0.245553,0.263989,0.237852,0.24468
GLM,2022-06-28,0.244965,0.26356,0.240864,0.24351
GLM,2022-06-29,0.243797,0.245198,0.225286,0.232918
GLM,2022-06-30,0.232521,0.246004,0.207815,0.217838
GLM,2022-07-01,0.218138,0.252371,0.217239,0.229547
