ticker,date,open,high,low,close
LDO,2022-05-09,2.26232,2.3333,1.80664,2.10158
LDO,2022-05-10,2.13836,2.35729,1.68949,1.86844
LDO,2022-05-11,1.86026,2.01919,1.40649,1.55821
LDO,2022-05-12,1.50372,1.68324,1.21855,1.3824
LDO,2022-05-13,1.39608,1.79984,1.3532,1.49146
LDO,2022-05-14,1.48847,1.54952,1.32721,1.41887
LDO,2022-05-15,1.41801,1.53285,1.32887,1.42828
LDO,2022-05-16,1.43228,1.51818,1.34625,1.43713
LDO,2022-05-17,1.43713,1.55129,1.3812,1.50519
LDO,2022-05-18,1.50204,1.63204,1.37321,1.40817
LDO,2022-05-19,1.41202,1.4427,1.34852,1.40759
LDO,2022-05-20,1.41273,1.47423,1.31043,1.32541
LDO,2022-05-21,1.32541,1.34438,1.26523,1.28932
LDO,2022-05-22,1.28932,1.44797,1.26622,1.28645
LDO,2022-05-23,1.28645,1.37235,1.21678,1.25437
LDO,2022-05-24,1.2465,1.2465,1.05773,1.09058
LDO,2022-05-25,1.09047,1.12553,1.04885,1.0918
LDO,2022-05-26,1.09169,1.44441,0.93388,1.003
LDO,2022-05-27,1.003,1.26873,0.95005,1.08591
LDO,2022-05-28,1.08676,1.14063,0.988,1.02979
LDO,2022-05-29,1.02979,1.25662,1.01981,1.13475
LDO,2022-05-30,1.13474,1.25265,1.13282,1.20915
LDO,2022-05-31,1.21403,1.23314,1.03717,1.07414
LDO,2022-06-01,1.07414,1.09612,0.97902,1.02008
LDO,2022-06-02,1.01908,1.04106,1.0001,1.02108
LDO,2022-06-03,1.02208,1.05316,0.99505,1.00713
LDO,2022-06-04,1.01012,1.02117,0.99303,1.00623
LDO,2022-06-05,1.00924,1.05102,1.00215,1.03702
LDO,2022-06-06,1.03702,1.10208,1.02903,1.09108
LDO,2022-06-07,1.08409,1.0871,1.00514,1.06613
LDO,2022-06-08,1.06914,1.08328,1.00126,1.01135
LDO,2022-06-09,1.01134,1.04616,0.99321,1.02114
LDO,2022-06-10,1.02113,1.03509,0.99283,0.99773
LDO,2022-06-11,0.99973,1.00895,0.85791,0.85901
LDO,2022-06-12,0.85903,0.85903,0.79101,0.814
LDO,2022-06-13,0.812,0.812,0.54999,0.61914
