ticker,date,open,high,low,close
JOE,2022-05-14,0.457221,0.527942,0.417122,0.456315
JOE,2022-05-15,0.458357,0.517275,0.456315,0.516328
JOE,2022-05-16,0.514382,0.539298,0.461353,0.479328
JOE,2022-05-17,0.481373,0.51743,0.467298,0.49141
JOE,2022-05-18,0.492408,0.512333,0.443467,0.447373
JOE,2022-05-19,0.44542,0.447418,0.393567,0.422619
JOE,2022-05-20,0.422619,0.435477,0.379506,0.386536
JOE,2022-05-21,0.385537,0.405472,0.376548,0.382502
JOE,2022-05-22,0.382502,0.424447,0.381503,0.410507
JOE,2022-05-23,0.414502,0.441558,0.400519,0.403515
JOE,2022-05-24,0.403515,0.413545,0.363563,0.393488
JOE,2022-05-25,0.391451,0.405513,0.37259,0.378583
JOE,2022-05-26,0.378583,0.378583,0.327639,0.340625
JOE,2022-05-27,0.340659,0.343656,0.284715,0.298701
JOE,2022-05-28,0.29766,0.343628,0.292648,0.325619
JOE,2022-05-29,0.325612,0.364613,0.313651,0.347617
JOE,2022-05-30,0.348613,0.36859,0.340625,0.359748
JOE,2022-05-31,0.360747,0.383693,0.33673,0.339728
JOE,2022-06-01,0.338742,0.346715,0.296703,0.303726
JOE,2022-06-02,0.302727,0.313717,0.294734,0.307723
JOE,2022-06-03,0.306724,0.313717,0.275727,0.287749
JOE,2022-06-04,0.288751,0.297774,0.273712,0.297774
JOE,2022-06-05,0.296777,0.309786,0.288711,0.296721
JOE,2022-06-06,0.29772,0.335721,0.290724,0.307741
JOE,2022-06-07,0.307741,0.30974,0.27977,0.295763
JOE,2022-06-08,0.297771,0.297771,0.276828,0.285817
JOE,2022-06-09,0.286816,0.296748,0.280775,0.287758
JOE,2022-06-10,0.287755,0.292751,0.254704,0.25967
JOE,2022-06-11,0.25967,0.272659,0.230711,0.239726
JOE,2022-06-12,0.239731,0.242657,0.2127,0.221727
JOE,2022-06-13,0.221727,0.221729,0.16966,0.189738
JOE,2022-06-14,0.189734,0.218717,0.171742,0.181782
JOE,2022-06-15,0.18278,0.214742,0.172689,0.21268
JOE,2022-06-16,0.21268,0.215762,0.19079,0.196724
JOE,2022-06-17,0.185753,0.204,0.184741,0.194766
JOE,2022-06-18,0.195767,0.197766,0.173695,0.182704
JOE,2022-06-19,0.182704,0.209748,0.180739,0.208749
JOE,2022-06-20,0.20625,0.2455,0.20325,0.222
JOE,2022-06-21,0.222755,0.245754,0.217738,0.230746
JOE,2022-06-22,0.230746,0.234765,0.213765,0.214785
JOE,2022-06-23,0.215784,0.243756,0.213765,0.236763
JOE,2022-06-24,0.241758,0.27778,0.237738,0.271788
JOE,2022-06-25,0.271788,0.432567,0.271728,0.300789
JOE,2022-06-26,0.300783,0.316797,0.291819,0.294817
JOE,2022-06-27,0.294823,0.306816,0.272743,0.272757
JOE,2022-06-28,0.272746,0.281746,0.258676,0.261678
JOE,2022-06-29,0.260674,0.260687,0.240672,0.250696
JOE,2022-06-30,0.250696,0.251698,0.215719,0.219736
JOE,2022-07-01,0.2195,0.23975,0.218,0.2275
JOE,2022-07-02,0.226,0.2305,0.2235,0.2235
JOE,2022-07-05,0.245729,0.254719,0.238737,0.253721
JOE,2022-07-06,0.254719,0.325641,0.24975,0.274698
JOE,2022-07-07,0.273699,0.300789,0.273699,0.296822
JOE,2022-07-08,0.295793,0.305786,0.271837,0.277805
JOE,2022-07-09,0.279832,0.284829,0.272836,0.280831
JOE,2022-07-10,0.281831,0.28283,0.259844,0.263842
JOE,2022-07-11,0.263842,0.263842,0.246827,0.250774
JOE,2022-07-12,0.24975,0.26973,0.241734,0.250749
JOE,2022-07-13,0.249745,0.295704,0.245729,0.267759
JOE,2022-07-14,0.269757,0.363672,0.266733,0.286828
JOE,2022-07-15,0.286828,0.300819,0.284829,0.292912
JOE,2022-07-16,0.292912,0.308618,0.275847,0.305819
JOE,2022-07-17,0.305641,0.355886,0.299019,0.309919
JOE,2022-07-18,0.309919,0.378981,0.305899,0.350919
JOE,2022-07-19,0.351916,0.381935,0.347976,0.371059
JOE,2022-07-20,0.372,0.419059,0.357004,0.39602
JOE,2022-07-21,0.39604,0.425962,0.357018,0.401124
JOE,2022-07-22,0.401096,0.415021,0.373041,0.382053
JOE,2022-07-23,0.379,0.394035,0.369,0.377072
JOE,2022-07-24,0.377038,0.39547,0.376797,0.379726
JOE,2022-07-25,0.379726,0.386263,0.34703,0.360582
JOE,2022-07-26,0.361032,0.361032,0.318245,0.326779
JOE,2022-07-27,0.325029,0.384076,0.325029,0.378371
JOE,2022-07-28,0.378181,0.386937,0.363071,0.372554
JOE,2022-07-29,0.374094,0.405049,0.369612,0.380156
JOE,2022-07-30,0.380156,0.403141,0.35212,0.368121
JOE,2022-07-31,0.368125,0.378091,0.356103,0.358082
JOE,2022-08-01,0.359526,0.360162,0.33544,0.345194
JOE,2022-08-02,0.34509,0.357816,0.325089,0.338868
JOE,2022-08-03,0.340275,0.355007,0.328692,0.350754
JOE,2022-08-04,0.350132,0.352415,0.329703,0.33415
JOE,2022-08-05,0.333953,0.393984,0.33296,0.355067
JOE,2022-08-06,0.355067,0.377075,0.355067,0.375083
JOE,2022-08-07,0.375083,0.397079,0.360032,0.38707
JOE,2022-08-08,0.387074,0.44809,0.375045,0.400048
JOE,2022-08-09,0.401048,0.409086,0.372063,0.385077
JOE,2022-08-10,0.384351,0.404838,0.368865,0.395635
JOE,2022-08-11,0.394928,0.401789,0.380771,0.381379
JOE,2022-08-12,0.38013,0.3872,0.372149,0.379535
JOE,2022-08-13,0.379621,0.397733,0.374556,0.37619
JOE,2022-08-14,0.37587,0.381665,0.353689,0.359118
JOE,2022-08-15,0.359118,0.368562,0.336507,0.340062
JOE,2022-08-16,0.340012,0.341922,0.312839,0.32847
JOE,2022-08-17,0.330026,0.338154,0.303501,0.305194
